Symbol,Description,Price,Price - Currency,"Dividend yield %, Trailing 12 months","Dividends per share, Annual","Dividends per share, Annual - Currency",Sector
XALL,Xalles Holdings Inc.,0.00065,USD,0,0,USD,Commercial services
TMXN,Trimax Corp.,0.0028,USD,0,0,USD,Consumer non-durables
SAFS,SAFER SHOT INC,0.000001,USD,,,,Electronic technology
LIGA,"LIG Assets, Inc.",0.0256,USD,0,0,USD,Finance
TRNR,Interactive Strength Inc.,2.2499,USD,0,0,USD,Retail trade
UNDR,UNDERSEA RECOVERY CORP,0.0024,USD,0,,,Transportation
PTAM,"Potash America, Inc.",0.00264,USD,0,0,USD,Non-energy minerals
CATV,"4Cable TV International, Inc.",0.0002,USD,0,0,USD,Consumer non-durables
HBRM,"Herborium Group, Inc.",0.0001,USD,0,0,USD,Health technology
AFFU,Affluence Corp.,0.0001,USD,0,0,USD,Commercial services
CBDL,CBD Life Sciences Inc.,0.0002,USD,0,0,USD,Health technology
TDRK,Tiderock Companies Inc.,0.0074,USD,,0,USD,Finance
DTCK,Davis Commodities Limited,0.097,USD,0,0,USD,Distribution services
ALOD,"Allied Resources, Inc.",0.2,USD,0,0,USD,Energy minerals
ACCR,Access-Power & Co Inc.,0.0025,USD,0,0,USD,Technology services
STJO,"St. Joseph, Inc.",0.0206,USD,0,0,USD,Commercial services
HSTA,Hestia Insight Inc.,0.04,USD,0,0,USD,Commercial services
UTRX,Unitronix Corp.,0.019,USD,0,0,USD,Commercial services
EVFM,"Evofem Biosciences, Inc.",0.0088,USD,0,0,USD,Health technology
CNNA,Cann American Corp.,0.0015,USD,0,,,Process industries
IDTA,Identa Corp.,0.27308,USD,0,0,USD,Health technology
GMNI,Gemini Group Global Corp.,0.0015,USD,0,0,USD,Consumer non-durables
SGTB,"Suggestion Box, Inc.",0.008,USD,,0,USD,Commercial services
LVRLF,CordovaCann Corp.,0.01,USD,0,0,USD,Retail trade
VYST,Vystar Corp.,0.048825,USD,0,0,USD,Process industries
MTLK,Metalink Ltd.,0.8737,USD,0,0,USD,Finance
VHAI,Vocodia Holdings Corp.,0.0001,USD,0,0,USD,Technology services
OCG,Oriental Culture Holding LTD,0.6278,USD,0,0,USD,Retail trade
NMGC,NeoMagic Corp.,0.01226,USD,0,0,USD,Electronic technology
GRCU,Green Cures & Botanical Distribution Inc.,0.00015,USD,0,0,USD,Health technology
PTCO,PetroGas Company,0.047,USD,0,0,USD,Energy minerals
ISCO,International Stem Cell Corp.,0.135,USD,0,0,USD,Health technology
SYRA,Syra Health Corp.,0.0902,USD,0,0,USD,Commercial services
CBDD,CBD of Denver Inc.,0.0002,USD,0,0,USD,Technology services
CAFS,"Cafe Serendipity Holdings, Inc.",0.0054,USD,,,,Retail trade
PWCO,"PwrCor, Inc.",0.0051,USD,0,0,USD,Industrial services
GGSM,Gold and GemStone Mining Inc.,0.0005,USD,0,0,USD,Electronic technology
KITL,Kisses from Italy Inc.,0.0026,USD,0,0,USD,Consumer services
WPUR,"WaterPure International, Inc.",0.003,USD,0,0,USD,Distribution services
ONCO,"Onconetix, Inc.",0.659999,USD,0,0,USD,Health technology
VEEE,Twin Vee PowerCats Co.,0.4501,USD,0,0,USD,Consumer durables
SPQS,"SportsQuest, Inc.",0.00025,USD,0,0,USD,Consumer services
ENHD,Energroup Holdings Corp.,0.0475,USD,0,0,USD,Consumer non-durables
LBUY,"Leafbuyer Technologies, Inc.",0.01,USD,0,0,USD,Commercial services
MNDP,"Mundus Group, Inc.",0.0007,USD,0,0,USD,Electronic technology
NRBT,"Novus Robotics, Inc.",0.0291,USD,0,0,USD,Distribution services
ENCC,Encompass Compliance Corp.,0.00665,USD,0,0,USD,Technology services
MDCE,Medical Care Technologies Inc.,0.0003,USD,0,0,USD,Health services
DMNIF,Damon Inc.,0.047,USD,0,0,USD,Consumer durables
SPTY,"Specificity, Inc.",0.07,USD,0,0,USD,Commercial services
UK,Ucommune International Ltd,0.45425,USD,0,0,USD,Finance
MDEX,Madison Technologies Inc.,0.0006,USD,0,0,USD,Consumer non-durables
ATWT,"ATWEC Technologies, Inc.",0.00115,USD,0,0,USD,Electronic technology
BGXXQ,Bright Green Corporation,0.005,USD,0,,,Health technology
CGAC,Code Green Apparel Corp.,0.0001,USD,0,,,Consumer non-durables
ZAAG,ZA Group Inc.,0.0001,USD,0,0,USD,Finance
SNNC,"Sibannac, Inc.",0.007,USD,0,0,USD,Health technology
ENRT,Enertopia Corp,0.09175,USD,0,0,USD,Process industries
AJYG,AJ1G Inc.,0.0926,USD,0,0,USD,Health technology
OPITQ,Office Properties Income Trust,0.0125,USD,320,0.04,USD,Finance
KUST,"Kustom Entertainment, Inc.",1.151,USD,0,0,USD,Commercial services
POGS,Pioneer Oil & Gas,0.12,USD,0,0,USD,Energy minerals
QH,Quhuo Limited - American Depository Shares,0.922001,USD,0,0,USD,Technology services
PKLE,"PickleJar Entertainment Group, Inc.",0.007325,USD,0,0,USD,Health services
BNRG,Brenmiller Energy Ltd,1.2702,USD,0,0,USD,Industrial services
CERO,"CERo Therapeutics Holdings, Inc.",0.043,USD,0,0,USD,Health technology
NWTT,"NW Tech Capital, Inc.",0.000001,USD,0,,,Communications
FCUL,Food Culture Inc.,1.25,USD,0,0,USD,Electronic technology
EMMA,"Emmaus Life Sciences, Inc.",0.014,USD,0,0,USD,Health technology
BMTM,"Bright Mountain Media, Inc.",0.005,USD,0,0,USD,Commercial services
IHAI,"Innovative Holdings Alliance,Inc.",0.052,USD,0,0,USD,Consumer durables
CDSG,"China Dongsheng International, Inc.",0.0021,USD,0,0,USD,Health technology
LNTO,Lelantos Holdings Inc.,0.00496,USD,0,0,USD,Commercial services
ASRE,ASTRA ENERGY INC.,0.0118,USD,0,0,USD,Consumer services
TNBI,Tanke Biosciences Corp.,0.0403,USD,0,0,USD,Finance
PRDL,"Profitable Developments, Inc.",0.0001,USD,0,0,USD,Finance
NWPG,"Newport Gold, Inc.",0.00333,USD,0,0,USD,Non-energy minerals
ERBB,"American Green, Inc.",0.0002,USD,0,0,USD,Process industries
NAUH,"National American University Holdings, Inc.",0.0352,USD,0,0,USD,Consumer services
PTIX,"Protagenic Therapeutics, Inc.",0.45,USD,0,0,USD,Health technology
RMRK,Rimrock Gold Corp.,0.0003,USD,0,0,USD,Health technology
CBDY,Target Group Inc.,0.001393,USD,0,0,USD,Miscellaneous
MCOM,Micromobility.com Inc.,0.0093,USD,0,0,USD,Transportation
CLOW,"Cloudweb, Inc.",0.0308,USD,0,0,USD,Distribution services
ASKE,Alaska Pacific Energy Corp.,0.0001,USD,,,,Non-energy minerals
SKFG,STARK FOCUS GROUP INC.,0.086,USD,0,0,USD,Retail trade
JWGJ,Guangdong Jiangwang International Holdings Inc.,0.56,USD,0,0,USD,Technology services
EEGI,"Eline Entertainment Group, Inc.",0.0001,USD,0,0,USD,Consumer services
ONAR,ONAR Holding Corporation,0.0065,USD,0,0,USD,Industrial services
DREM,Dream Homes & Development Corporation,0.0175,USD,0,0,USD,Finance
QEDN,"QED Connect, Inc.",0.0002,USD,0,0,USD,Non-energy minerals
BRLL,Barrel Energy Inc,0.0021,USD,0,0,USD,Industrial services
GTIJF,Graphjet Technology,0.2199,USD,0,0,USD,Finance
SBUM,"Silver Buckle Mines, Inc",0.07,USD,,,,Non-energy minerals
SSOF,"Sixty Six Oilfield Services, Inc.",0.0003,USD,0,,,Industrial services
GWTR,"Global Water Technologies, Inc.",0.0268,USD,0,0,USD,Producer manufacturing
PLSH,"Panacea Life Sciences Holdings, Inc.",0.041,USD,0,0,USD,Health technology
IFXY,Infrax Systems Inc.,0.00015,USD,0,,,Electronic technology
EMBR,"Embarr Downs, Inc.",0.0008,USD,0,0,USD,Consumer services
UOKA,MDJM LTD,0.167,USD,0,0,USD,Finance
PVSP,Pervasip Corp.,0.00015,USD,0,0,USD,Commercial services
BLEG,BRANDED LEGACY INC.,0.0003,USD,0,0,USD,Consumer non-durables
GMER,"Good Gaming, Inc.",0.0063,USD,0,0,USD,Technology services
KGKG,KONA GOLD BEVERAGE INC.,0.0001,USD,0,0,USD,Process industries
TNLX,Trans-Lux Corp.,0.060001,USD,0,0,USD,Producer manufacturing
ATXI,"Avenue Therapeutics, Inc.",0.2541,USD,0,0,USD,Health technology
ZMRK,"Zalemark Holding Co., Inc.",0.0005,USD,0,0,USD,Process industries
NIVF,NewGenIvf Group Limited,0.815,USD,0,0,USD,Health services
DCX,Digital Currency X Technology Inc.,2.1,USD,0,0,USD,Consumer durables
STAI,ScanTech AI Systems Inc.,0.2102,USD,0,,,Technology services
SVLT,"Sunvault Energy, Inc.",0.0052,USD,0,0,USD,Electronic technology
SYIN,Synbio International Inc. ,0.0025,USD,0,0,USD,Consumer non-durables
QYBX,"Qian Yuan Baixing, Inc.",0.0086,USD,0,0,USD,Electronic technology
LIPO,Lipella Pharmaceuticals Inc.,0.17,USD,0,0,USD,Health technology
MAPT,Maptelligent Inc.,0.0003,USD,0,,,Consumer services
BIEI,Premier Biomedical Inc,0.0006,USD,0,0,USD,Health technology
GSPI,"Green Star Products, Inc.",0.0011,USD,,0,USD,Process industries
HALB,Halberd Corp.,0.0015,USD,0,0,USD,Health technology
APHD,APOGEE 21 HLDGS INC.,0.043,USD,,0,USD,Commercial services
STEV,Stevia Corp.,0.00135,USD,0,0,USD,Commercial services
CMTND,Cullinan Metals Corp.,0.232705,USD,0,0,USD,Non-energy minerals
LCHD,Leader Capital Holdings Corp.,0.004,USD,0,0,USD,Technology services
PAOG,"PAO Group, Inc.",0.0004,USD,0,,,Health services
LMPX,"LMP Automotive Holdings, Inc.",0.07,USD,0,,,Distribution services
BFCH,"BitFrontier Capital Holdings, Inc.",0.0006,USD,0,0,USD,Producer manufacturing
RAYA,Erayak Power Solution Group Inc.,0.8511,USD,0,0,USD,Producer manufacturing
ITNS,"ITonis, Inc.",0.0005,USD,0,0,USD,Health technology
NGMCD,Next Generation Management Corp.,3.79,USD,0,0,USD,Commercial services
THCT,"THC Therapeutics, Inc.",0.0188,USD,0,,,Technology services
APTY,APT Systems Inc.,0.0003,USD,0,0,USD,Technology services
NASO,Naples Soap Company Inc.,0.3355,USD,,0,USD,Consumer non-durables
ENFY,Enlightify Inc.,0.047562,USD,0,0,USD,Process industries
EMED,"Electromedical Technologies, Inc.",0.0002,USD,0,0,USD,Health technology
DRCR,Dear Cashmere Holding Co.,0.0138,USD,0,0,USD,Process industries
TPTW,"TPT Global Tech, Inc.",0.0001,USD,0,,,Communications
WNBD,Winning Brands Corp.,0.0001,USD,0,0,USD,Consumer non-durables
PRKV,"ParkVida Group, Inc.",0.0095,USD,0,0,USD,Consumer services
PNNX,"Pennexx Foods, Inc.",0.0127,USD,0,0,USD,Consumer non-durables
SAKL,"Sack Lunch Productions, Inc.",0.0085,USD,0,0,USD,Commercial services
BDRX,Biodexa Pharmaceuticals plc,1.155,USD,0,0,USD,Health technology
LILMF,Lilium N.V.,0.0011,USD,0,,,Electronic technology
CEOS,"CeCors, Inc.",0.0023,USD,0,0,USD,Technology services
CRTG,The Coretec Group Inc.,0.002,USD,0,,,Electronic technology
OWUV,One World Universe Inc.,0.0036,USD,0,0,USD,Producer manufacturing
NPHC,Nutra Pharma Corp.,0.0001,USD,0,0,USD,Health technology
HYDI,"Hydromer, Inc.",0.15,USD,0,,,Commercial services
BLQC,BlockQuarry Corp.,0.01066,USD,0,0,USD,Consumer non-durables
VINS,Vindicator Silver Lead Mining Co.,0.0766,USD,0,0,USD,Non-energy minerals
FUNN,Amfil Technologies Inc.,0.0009,USD,0,0,USD,Producer manufacturing
BBLR,Bubblr Inc.,0.004,USD,0,0,USD,Technology services
MKGP,"Maverick Energy Group, Ltd.",0.0046,USD,0,0,USD,Energy minerals
SQZB,SQZ Biotechnologies Company,0.024,USD,0,,,Health technology
VAYK,Vaycaychella Inc.,0.0008,USD,0,0,USD,Finance
NFSN,"Nongfu Shop Digital New Retail Co., Ltd",0.0037,USD,0,0,USD,Finance
QPRC,Quest Patent Research Corporation,0.1301,USD,0,0,USD,Commercial services
NIHK,"Video River Networks, Inc.",0.0038,USD,0,0,USD,Electronic technology
CVHL,"CV Holdings, Inc.",0.013,USD,0,0,USD,Finance
EARI,"Entertainment Arts Research, Inc.",0.0002,USD,0,0,USD,Consumer durables
USPS,Ultimate Sports Inc.,0.03,USD,0,0,USD,Commercial services
VCBD,"Vitalibis, Inc.",0.0025,USD,0,,,Commercial services
CAVR,CAVU Resources Inc.,0.0003,USD,0,0,USD,Technology services
TTCM,Tautachrome Inc.,0.0001,USD,,,,Technology services
JSHG,"Joshua Gold Resources, Inc. New",0.0027,USD,0,0,USD,Non-energy minerals
ESSI,"Eco Science Solutions, Inc.",0.0124,USD,,0,USD,Technology services
VNTH,"Nano Mobile Healthcare, Inc.",0.0002,USD,0,,,Health technology
ABPO,Abpro Holdings Inc.,0.24,USD,0,0,USD,Finance
STHI,"Sprout Tiny Homes, Inc.",0.0056,USD,0,0,USD,Consumer durables
TMGI,"Transglobal Management Group, Inc.",0.0745,USD,0,0,USD,Commercial services
SPCOQ,The Stephan Co.,0.1601,USD,24.9843847595253,0,USD,Retail trade
LGMK,"LogicMark, Inc.",0.706,USD,0,0,USD,Electronic technology
CDNO,"Consolidated Capital of North America, Inc.",0.0016,USD,0,0,USD,Producer manufacturing
BCII,BCII Enterprises Inc.,0.0095,USD,0,0,USD,Finance
SPOM,SPO Global Inc.,0.0004,USD,0,0,USD,Technology services
FRZT,"Freeze Tag, Inc.",0.0084,USD,0,0,USD,Technology services
MBAK,MBAK Energy Solutions Inc.,0.0054,USD,0,0,USD,Technology services
BPTH,"Bio-Path Holdings, Inc.",0.0679,USD,0,0,USD,Health technology
SCNI,Scinai Immunotherapeutics Ltd.,0.7799,USD,0,0,USD,Health technology
BSLK,"Bolt Projects Holdings, Inc.",0.14,USD,0,0,USD,Finance
WTII,"Water Technologies International,Inc.",0.0004,USD,0,0,USD,Producer manufacturing
CYIO,CYIOS Corp.,0.0018,USD,0,0,USD,Health technology
MSMY,"MC Endeavors, Inc.",0.001,USD,0,0,USD,Industrial services
CYTOF,Altamira Therapeutics Ltd.,0.106,USD,0,0,USD,Health technology
DTII,Defense Technologies International Corp.,0.016,USD,0,0,USD,Electronic technology
VERO,Venus Concept Inc.,0.322,USD,0,0,USD,Health technology
RUBI,Rubico Inc.,1.1701,USD,,,,Transportation
AIBT,Aibotics Inc.,0.00135,USD,0,0,USD,Health technology
YECO,Yulong Eco-Materials Limited,0.0822,USD,0,0,USD,Non-energy minerals
CETI,Cyber Enviro-Tech Inc.,0.0046,USD,0,0,USD,Industrial services
INNX,Infinite Networks Corp.,0.0008,USD,0,,,Finance
GBXI,GBX International Group Inc.,0.001,USD,,,,Consumer services
APRU,"Apple Rush Co., Inc.",0.0001,USD,0,0,USD,Consumer non-durables
TLSS,"Transportation and Logistics Systems, Inc.",0.0001,USD,,0,USD,Transportation
MNIZ,GEN 2 TECHNOLOGIES INC.,0.148368,USD,0,0,USD,Producer manufacturing
LRHC,La Rosa Holdings Corp.,1.09,USD,0,0,USD,Finance
CTHR,"Charles & Colvard, Ltd.",0.13,USD,0,,,Consumer durables
GPFT,GRAPEFRUIT USA INC.,0.0005,USD,0,0,USD,Health technology
AHFI,"Absolute Health and Fitness, Inc.",0.009,USD,0,,,Technology services
LHGI,Lighthouse Global Holdings Inc.,0.0014,USD,0,,,Miscellaneous
WDRP,Wanderport Corp,0.0008,USD,0,0,USD,Retail trade
GSTX,Graphene & Solar Technologies Ltd.,0.0008,USD,0,0,USD,Process industries
AAGR,African Agriculture Holdings Inc.,0.0099,USD,0,,,Process industries
ERHE,ERHC ENERGY INC,0.0002,USD,,,,Energy minerals
JNSH,JNS Holdings Corporation,0.0018,USD,0,0,USD,Industrial services
MSPR,"MSP Recovery, Inc.",0.04,USD,0,0,USD,Finance
INNI,Innovaro Inc.,0.035,USD,0,0,USD,Commercial services
GYGC,Guyana Gold Corp.,0.0028,USD,0,0,USD,Non-energy minerals
SPOWF,Strata Pwr Corp.,0.0277,USD,0,0,USD,Energy minerals
MSRM,"Mushrooms, Inc.",0.013915,USD,0,0,USD,Process industries
NGCG,"New Generation Consumer Group, Inc.",0.00015,USD,0,0,USD,Consumer non-durables
SRNW,Stratos Renewables Corp.,0.0111,USD,0,0,USD,Process industries
WRIT,"WRIT Media Group, Inc.",0.0014,USD,0,0,USD,Commercial services
RNGG,Reno Gold Corp.,0.0065,USD,0,0,USD,Non-energy minerals
JFIL,Jubilant Flame International Ltd.,0.0269,USD,0,0,USD,Retail trade
NUVM,"NuVim, Inc.",0.0045,USD,0,0,USD,Health technology
SKPO,"Skye Petroleum, Inc.",0.0027,USD,0,0,USD,Process industries
TPICQ,"TPI Composites, Inc.",0.0109,USD,0,0,USD,Producer manufacturing
ASII,Accredited Solutions Inc.,0.0002,USD,0,0,USD,Non-energy minerals
TKMO,"Tekumo, Inc.",0.0001,USD,0,0,USD,Technology services
ITOX,"IIOT-OXYS, Inc.",0.0009,USD,0,0,USD,Technology services
SPYR,"SPYR, Inc.",0.0002,USD,0,,,Technology services
HWKE,"Hawkeye Systems, Inc.",0.06,USD,0,0,USD,Electronic technology
NINEQ,"Nine Energy Service, Inc.",0.012,USD,0,0,USD,Industrial services
DBMM,"Digital Brand Media & Marketing Group, Inc.",0.0006,USD,0,0,USD,Commercial services
XAGE,"Longevity Health Holdings, Inc.",0.2901,USD,0,0,USD,Finance
WNLV,WINVEST GROUP LTD.,0.0046,USD,0,0,USD,Finance
FBCD,"FBC Holding, Inc.",0.0001,USD,0,0,USD,Retail trade
ZAPPF,Zapp Electric Vehicles Group Limited,0.0272,USD,0,0,USD,Consumer durables
EPAZ,"Epazz, Inc.",0.0314,USD,0,0,USD,Technology services
ZCAR,"Zoomcar Holdings, Inc.",0.07,USD,0,0,USD,Finance
ILUS,Ilustrato Pictures International Inc.,0.000001,USD,0,,,Consumer durables
STRH,Star8 Corp.,0.001675,USD,0,0,USD,Distribution services
VDRM,"ViaDerma, Inc.",0.0004,USD,0,0,USD,Health technology
DMAN,"Demand Brands, Inc.",0.0005,USD,0,0,USD,Process industries
RMTG,Regenerative Medical Technology Group Inc.,0.0372,USD,0,0,USD,Commercial services
MEDH,"MedX Holdings, Inc.",0.0007,USD,0,0,USD,Finance
HCMC,Healthier Choices Management Corp.,0.000001,USD,,0,USD,Retail trade
SBIG,"SpringBig Holdings, Inc.",0.0099,USD,0,0,USD,Technology services
ILST,"International Star, Inc.",0.00015,USD,0,0,USD,Distribution services
RTON,"Right On Brands, Inc.",0.015,USD,0,0,USD,Retail trade
HEPA,"Hepion Pharmaceuticals, Inc.",0.0401,USD,0,0,USD,Health technology
OZSC,Ozop Energy Solutions Inc.,0.18191,USD,0,0,USD,Consumer services
UAPC,United American Petroleum Corp.,0.0013,USD,0,,,Energy minerals
WGNR,Wegener Corp.,0.01649,USD,0,0,USD,Electronic technology
STTX,"Stratex Oil & Gas Holdings, Inc.",0.0037,USD,0,0,USD,Energy minerals
ECOX,"Eco Innovation Group, Inc.",0.0004,USD,0,0,USD,Consumer services
CSUI,Cannabis Suisse Corp.,0.0062,USD,0,0,USD,Process industries
MRDH,"Meridian Holdings, Inc.",0.0029,USD,0,0,USD,Health services
MASN,MAISON LUXE INC.,0.0009,USD,0,,,Retail trade
RBLK,Related Blocks Inc.,0.7197,USD,0,0,USD,Technology services
PYBX,"Hydro Power Technologies, Inc.",0.0018,USD,0,0,USD,Consumer services
MJLB,"Ultrack Systems, Inc.",0.0001,USD,0,0,USD,Technology services
NSTM,NovelStem International Corp.,0.009,USD,0,0,USD,Health technology
ILDO,International Daleco Corp.,0.009,USD,,,,Commercial services
ELIQQ,Electriq Power Holdings Inc.,0.01,USD,0,,,Producer manufacturing
MSET,"Madison Sports & Entertainment Group, Inc.",0.0288,USD,,,,Consumer services
CWPE,CW Petroleum Corp,0.0183,USD,,,,Distribution services
SRBT,Shanrong Biotechnology Corp.,0.0004,USD,0,0,USD,Finance
RONN,RONN,0.00005,USD,,0,USD,Consumer non-durables
GYST,"The Graystone Company, Inc.",0.0018,USD,0,0,USD,Non-energy minerals
NUGS,Cannabis Strategic Ventures,0.001,USD,,,,Commercial services
ECGI,ECGI Holdings Inc.,0.0006,USD,0,0,USD,Finance
GRLF,"Green Leaf Innovations, Inc.",0.06,USD,0,0,USD,Health technology
MLPH,"Molecular Pharmacology (USA), Ltd.",0.0004,USD,0,0,USD,Commercial services
APSI,Aqua Power Systems Inc.,0.023,USD,0,0,USD,Producer manufacturing
DSGT,DSG Global Inc,0.0025,USD,,0,USD,Technology services
PVMCF,PINE VALLEY MINING CORPORATION,0.0052,USD,0,,,Energy minerals
DRNG,"Drone Guarder, Inc.",0.00015,USD,0,,,Technology services
AGMB,AgomAb Therapeutics NV,15.31,USD,0,,,Health technology
SHMP,NaturalShrimp Incorporated,0.0003,USD,0,0,USD,Technology services
ENMI,DH ENCHANTMENT INC.,0.0001,USD,0,,,Industrial services
CISS,C3is Inc.,1.7301,USD,0,0,USD,Transportation
DDDX,3DX Industries Inc.,0.0087,USD,0,0,USD,Producer manufacturing
SLDC,SOLIDUS COMMUNICATIONS INC.,0.00095,USD,0,0,USD,Technology services
OPVS,NANOFLEX POWER CORPORATION,0.0001,USD,,,,Industrial services
CIVX,"CTR Investments & Consulting, Inc.",0.0001,USD,0,0,USD,Technology services
JETR,"Star Jets International, Inc.",0.0034,USD,0,0,USD,Electronic technology
IVPR,Inspire Veterinary Partners Inc.,0.003,USD,0,0,USD,Process industries
MVES,"The Movie Studio, Inc.",0.0017,USD,0,0,USD,Consumer services
WINT,"Windtree Therapeutics, Inc.",0.0108,USD,0,0,USD,Health technology
GRPS,"Gold River Productions, Inc.",0.0002,USD,0,0,USD,Process industries
SCPX,Scorpius Holdings Inc.,0.0059,USD,0,0,USD,Health technology
OMTK,Omnitek Engineering Corp.,0.0164,USD,0,0,USD,Producer manufacturing
SATT,SATIVUS TECH CORP.,0.085,USD,0,0,USD,Producer manufacturing
MMMW,"Mass Megawatts Wind Power, Inc.",0.1597,USD,0,0,USD,Utilities
SIPC,"Sipp Industries, Inc.",0.001025,USD,0,0,USD,Process industries
KOAN,Resonate Blends Inc.,0.0018,USD,0,0,USD,Technology services
ECPL,"EcoPlus, Inc.",0.012,USD,0,0,USD,Industrial services
GZIC,GZ6G Technologies Corp.,0.0006,USD,,0,USD,Electronic technology
TMSH,"TransGlobal Assets, Inc.",0.0001,USD,0,0,USD,Producer manufacturing
XCPL,XCPCNL Business Services Corporation,0.0002,USD,,0,USD,Commercial services
TAKD,TransAKT Ltd.,0.0025,USD,0,0,USD,Producer manufacturing
SWRM,"AppSwarm, Inc.",0.0002,USD,0,0,USD,Technology services
HADV,Health Advance Inc,0.00034,USD,0,,,Health services
NNAX,New Momentum Corporation,0.0004,USD,0,0,USD,Commercial services
CBGL,"Cannabis Global, Inc.",0.00005,USD,0,0,USD,Miscellaneous
BYSD,Bayside Corp.,1.0686,USD,0,0,USD,Technology services
VGTL,"VGTel, Inc.",0.0004,USD,0,0,USD,Electronic technology
CRDV,COMMUNITY REDEVELOPMENT INC.,0.00095,USD,0,0,USD,Finance
PTPI,"Petros Pharmaceuticals, Inc.",0.0076,USD,0,0,USD,Health technology
MHRE,Mesa Home Resources Inc.,0.0002,USD,0,,,Finance
SIGY,Sigyn Therapeutics Inc.,0.2,USD,0,0,USD,Health technology
INQD,Indoor Harvest Corp.,0.0001,USD,0,,,Producer manufacturing
JPPYY,Jupai Holdings Ltd.,0.0098,USD,0,,,Finance
BLPG,"Blue Line Protection Group, Inc.",0.03758,USD,0,0,USD,Commercial services
BELR,Bell Rose Capital Inc.,0.00035,USD,0,0,USD,Finance
FOXO,FOXO Technologies Inc.,0.0001,USD,0,0,USD,Technology services
FAASF,DIGIASIA CORP,0.005,USD,0,,,Technology services
LNDZF,EVOME MEDICAL TECHNOLOGIES INC.,0.000001,USD,,,,Health technology
JNHMF,Jack Nathan Medical Corp.,0.0171,USD,,0,USD,Health services
ALLGF,Allego N.V.,0.0011,USD,0,0,USD,Retail trade
CUEN,Cuentas Inc.,0.11,USD,0,0,USD,Technology services
DPUI,DISCOUNT PRINT USA INC.,0.0003,USD,0,0,USD,Commercial services
REOS,ReoStar Energy Corp.,0.0037,USD,0,0,USD,Energy minerals
QEBR,"Virtual Medical International, Inc.",0.0007,USD,0,,,Technology services
EDXC,ENDEXX Corp.,0.0005,USD,0,0,USD,Technology services
HGLC,HUNT GOLD CORPORATION,0.000001,USD,,,,Non-energy minerals
THBD,Third Bench Inc.,0.0001,USD,0,0,USD,Finance
RTCJF,Baijiayun Group Ltd.,0.1989,USD,0,0,USD,Technology services
NTRR,Neutra Corp.,0.0001,USD,0,0,USD,Health technology
LVGI,Limitless Venture Group Inc.,0.0004,USD,0,0,USD,Process industries
ADTX,"Aditxt, Inc.",0.5138,USD,0,0,USD,Health technology
BCAP,BARON CAP ENTERPRISE INC,0.0001,USD,0,,,Finance
FYNN,"Fyntechnical Innovations, Inc.",0.0001,USD,0,0,USD,Communications
LGHL,Lion Group Holding Ltd.,1.39,USD,0,0,USD,Finance
FMTOF,Femto Technologies Inc.,0.3203,USD,0,0,USD,Process industries
SISI,"Shineco, Inc.",0.3,USD,0,,,Process industries
RLBD,"Real Brands, Inc.",0.0001,USD,,,,Health technology
CGBSF,CROWN LNG HOLDINGS LIMITED,0.00055,USD,0,,,Industrial services
